Name,Email,Year,Gender,Ethnicity,Major,Courses
Miriam Poulsen,miriampoulsen@stanford.edu,2020,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 269O', 'CS 358', 'CS 373', 'CS 106B', 'CS 107']"
Dennis Rosenbaum,dennisrosenbaum@stanford.edu,2020,male,Asian,Materials Science and Engineering,"['MATSCI 143', 'MATSCI 152', 'MATSCI 175', 'MATSCI 210', 'MATSCI 300', 'MATSCI 316', 'MATSCI 321', 'MATSCI 322']"
Antonio Suarez,antoniosuarez@stanford.edu,2021,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME 207', 'ME 218B', 'ME 324', 'ME 329', 'ME 376C', 'ME 405', 'ME 451A', 'ME 484']"
Shannon Williams,shannonwilliams@stanford.edu,2019,female,Black or African American,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 120A', 'CHEMENG 150', 'CHEMENG 180', 'CHEMENG 484', 'CHEMENG 516', 'CHEMENG 699', 'CHEMENG 80Q']"
Harris Henry,harrishenry@stanford.edu,2020,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 146', 'CS 161', 'CS 168', 'CS 294S', 'CS 348A']"
Glenda Agan,glendaagan@stanford.edu,2018,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 106AJ', 'CS 109', 'CS 205A', 'CS 225B', 'CS 544', 'CS 106B']"
Clinton Phomphithak,clintonphomphithak@stanford.edu,2021,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 140X', 'MS&E 181', 'MS&E 245B', 'MS&E 300', 'MS&E 317', 'MS&E 349', 'MS&E 353', 'MS&E 448']"
Mack Highbaugh,mackhighbaugh@stanford.edu,2021,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 267', 'CS 300', 'CS 393', 'CS 106B']"
Nancy Kirk,nancykirk@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 106X', 'CS 109', 'CS 199P', 'CS 224S', 'CS 390S', 'CS 106B']"
Cheryl Oliver,cheryloliver@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E 185', 'MS&E 251', 'MS&E 274', 'MS&E 293', 'MS&E 294', 'MS&E 295', 'MS&E 379', 'MS&E 52']"
Keith White,keithwhite@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 106B', 'CS 109', 'CS 161', 'CS 309A', 'CS 106B', 'CS 107']"
Melvin Moore,melvinmoore@stanford.edu,2021,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 145', 'CS 161', 'CS 244B', 'CS 263', 'CS 56N', 'CS 107']"
Andrea Thompson,andreathompson@stanford.edu,2021,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 325B', 'CS 476A', 'CS 49N', 'CS 106B']"
Amanda Meadows,amandameadows@stanford.edu,2019,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 161', 'CS 268', 'CS 106B', 'CS 107']"
Christina Jacoby,christinajacoby@stanford.edu,2020,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 230', 'CS 309', 'CS 399', 'CS 107']"
Barbara Frame,barbaraframe@stanford.edu,2021,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 375', 'CS 390T', 'CS 448B', 'CS 106B', 'CS 107']"
Marina Wright,marinawright@stanford.edu,2021,female,Other,Chemical Engineering,"['CHEMENG 162', 'CHEMENG 181', 'CHEMENG 183', 'CHEMENG 242', 'CHEMENG 281', 'CHEMENG 31N', 'CHEMENG 399', 'CHEMENG 507']"
Douglas Adkins,douglasadkins@stanford.edu,2021,male,White,Civil and Environmental Engineering,"['CEE 180', 'CEE 205B', 'CEE 259A', 'CEE 262D', 'CEE 265E', 'CEE 275A', 'CEE 32Y', 'CEE 64']"
Ruth Mahood,ruthmahood@stanford.edu,2018,female,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 377U', 'CS 581', 'CS 106B', 'CS 107']"
John Emmons,johnemmons@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 183F', 'CS 196', 'CS 106B', 'CS 107']"
Kevin Ardoin,kevinardoin@stanford.edu,2018,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 246H', 'CS 275', 'CS 522', 'CS 106B']"
Jane Miller,janemiller@stanford.edu,2021,female,White,Aeronautics and Astronautics,"['AA 120Q', 'AA 240B', 'AA 241A', 'AA 241B', 'AA 272C', 'AA 279D', 'AA 291', 'AA 802']"
Stephen Diederich,stephendiederich@stanford.edu,2020,male,White,Chemical Engineering,"['CHEMENG 120A', 'CHEMENG 183', 'CHEMENG 320', 'CHEMENG 340', 'CHEMENG 345', 'CHEMENG 420', 'CHEMENG 444', 'CHEMENG 510']"
Sherry Adams,sherryadams@stanford.edu,2020,female,White,Civil and Environmental Engineering,"['CEE 151', 'CEE 162D', 'CEE 221A', 'CEE 246S', 'CEE 256', 'CEE 260A', 'CEE 269B', 'CEE 273F']"
Willie Dvorak,williedvorak@stanford.edu,2021,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 1U', 'CS 224N', 'CS 499P', 'CS 50', 'CS 106B']"
Violet Mcelfresh,violetmcelfresh@stanford.edu,2021,female,Black or African American,Chemical Engineering,"['CHEMENG 120A', 'CHEMENG 130', 'CHEMENG 174', 'CHEMENG 180', 'CHEMENG 191H', 'CHEMENG 20', 'CHEMENG 242', 'CHEMENG 470']"
Steve Garcia,stevegarcia@stanford.edu,2020,male,Black or African American,Materials Science and Engineering,"['MATSCI 10SC', 'MATSCI 194', 'MATSCI 198', 'MATSCI 201', 'MATSCI 206', 'MATSCI 230', 'MATSCI 320', 'MATSCI 321']"
Patrick Cail,patrickcail@stanford.edu,2020,male,Asian,Aeronautics and Astronautics,"['AA 201A', 'AA 208', 'AA 210A', 'AA 241A', 'AA 242A', 'AA 272D', 'AA 274', 'AA 297']"
Brandi Stewart,brandistewart@stanford.edu,2019,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 140E', 'CS 157', 'CS 273A', 'CS 319', 'CS 106B']"
Larry Mcclary,larrymcclary@stanford.edu,2021,male,Asian,Materials Science and Engineering,"['MATSCI 10SC', 'MATSCI 152', 'MATSCI 173', 'MATSCI 175', 'MATSCI 204', 'MATSCI 206', 'MATSCI 303', 'MATSCI 346']"
Wilbur Anderson,wilburanderson@stanford.edu,2018,male,Black or African American,Management Science and Engineering,"['MS&E 175', 'MS&E 188', 'MS&E 243', 'MS&E 271', 'MS&E 334', 'MS&E 355', 'MS&E 389', 'MS&E 802']"
James Thomas,jamesthomas@stanford.edu,2018,male,American Indian or Alaskan Native,Electrical Engineering,"['EE 218', 'EE 243', 'EE 290F', 'EE 310', 'EE 356B', 'EE 384A', 'EE 386', 'EE 392AA']"
William Patrick,williampatrick@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE 168', 'EE 190', 'EE 22N', 'EE 23N', 'EE 254', 'EE 279', 'EE 348', 'EE 349']"
Elaine Franks,elainefranks@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 20', 'CS 377E', 'CS 390C', 'CS 106B']"
Debbie Stine,debbiestine@stanford.edu,2021,female,Other,Computer Science,"['CS 101', 'CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 294W', 'CS 49N', 'CS 107']"
William Purdy,williampurdy@stanford.edu,2021,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 244C', 'CS 247', 'CS 375', 'CS 390U', 'CS 107']"
Stephanie Akins,stephanieakins@stanford.edu,2021,female,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 181W', 'CS 224N', 'CS 377D', 'CS 106B', 'CS 107']"
Nellie Dowd,nelliedowd@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME 105', 'ME 216B', 'ME 262', 'ME 265', 'ME 268', 'ME 281', 'ME 310B', 'ME 457']"
Bonnie Lumpkin,bonnielumpkin@stanford.edu,2018,female,Other,Aeronautics and Astronautics,"['AA 122N', 'AA 190', 'AA 206', 'AA 218', 'AA 242B', 'AA 244B', 'AA 47SI', 'AA 802']"
Constance Martinez,constancemartinez@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 224U', 'CS 272', 'CS 276', 'CS 106B']"
Angela Leonardo,angelaleonardo@stanford.edu,2018,female,Other,Mechanical Engineering,"['ME 16N', 'ME 204B', 'ME 292', 'ME 299A', 'ME 301', 'ME 326', 'ME 450', 'ME 500']"
David Clemons,davidclemons@stanford.edu,2019,male,Asian,Aeronautics and Astronautics,"['AA 121Q', 'AA 200', 'AA 214C', 'AA 218', 'AA 241B', 'AA 256', 'AA 279B', 'AA 802']"
Alice Velez,alicevelez@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 190', 'CS 196', 'CS 106B', 'CS 107']"
Alexis Caldwell,alexiscaldwell@stanford.edu,2018,male,Asian,Electrical Engineering,"['EE 100', 'EE 101A', 'EE 205', 'EE 236C', 'EE 292I', 'EE 384C', 'EE 392B', 'EE 60N']"
Travis Sookram,travissookram@stanford.edu,2020,male,Asian,Chemical Engineering,"['CHEMENG 185A', 'CHEMENG 281', 'CHEMENG 355', 'CHEMENG 469', 'CHEMENG 521', 'CHEMENG 600', 'CHEMENG 70Q', 'CHEMENG 802']"
Lorena Xiong,lorenaxiong@stanford.edu,2020,female,Other,Bioengineering,"['BIOE 115', 'BIOE 158', 'BIOE 214', 'BIOE 219', 'BIOE 224', 'BIOE 242', 'BIOE 311', 'BIOE 375A']"
Lydia Duffy,lydiaduffy@stanford.edu,2018,female,Asian,Bioengineering,"['BIOE 122', 'BIOE 231', 'BIOE 236', 'BIOE 256', 'BIOE 260', 'BIOE 273', 'BIOE 371', 'BIOE 375B']"
Cleotilde Gonzalez,cleotildegonzalez@stanford.edu,2020,female,Other,Civil and Environmental Engineering,"['CEE 107S', 'CEE 131D', 'CEE 204', 'CEE 207S', 'CEE 275P', 'CEE 285B', 'CEE 292', 'CEE 374V']"
Daniel Harris,danielharris@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 199P', 'CS 247', 'CS 309A', 'CS 106B', 'CS 107']"
Alec Topper,alectopper@stanford.edu,2021,male,White,Bioengineering,"['BIOE 10N', 'BIOE 115', 'BIOE 196', 'BIOE 221G', 'BIOE 241', 'BIOE 300C', 'BIOE 375A', 'BIOE 485']"
Donna Simon,donnasimon@stanford.edu,2021,female,Black or African American,Mechanical Engineering,"['ME 199A', 'ME 206A', 'ME 260', 'ME 308', 'ME 320', 'ME 322', 'ME 331A', 'ME 470']"
Donald Robles,donaldrobles@stanford.edu,2021,male,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 193C', 'CS 257', 'CS 106B', 'CS 107']"
Mary Dick,marydick@stanford.edu,2018,female,Other,Materials Science and Engineering,"['MATSCI 194', 'MATSCI 198', 'MATSCI 204', 'MATSCI 320', 'MATSCI 326', 'MATSCI 358', 'MATSCI 801', 'MATSCI 83N']"
Timothy Stokley,timothystokley@stanford.edu,2020,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 155', 'CS 161', 'CS 390P', 'CS 106B', 'CS 107']"
Edna Vinion,ednavinion@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 199', 'CS 224U', 'CS 228', 'CS 377E', 'CS 52']"
Rodney Burns,rodneyburns@stanford.edu,2021,male,White,Civil and Environmental Engineering,"['CEE 113', 'CEE 124Y', 'CEE 165C', 'CEE 242T', 'CEE 244', 'CEE 306', 'CEE 32D', 'CEE 363B']"
David Lamoureux,davidlamoureux@stanford.edu,2020,male,Other,Aeronautics and Astronautics,"['AA 121Q', 'AA 199', 'AA 206', 'AA 210B', 'AA 241X', 'AA 244B', 'AA 274', 'AA 279A']"
Dennis Greening,dennisgreening@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 106X', 'CS 109', 'CS 161', 'CS 316', 'CS 41', 'CS 106B']"
Michael Garth,michaelgarth@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 106AJ', 'CS 109', 'CS 208E', 'CS 581', 'CS 106B', 'CS 107']"
Charles Depeyster,charlesdepeyster@stanford.edu,2018,male,White,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 390Q', 'CS 522', 'CS 106B', 'CS 107']"
Janet Haliburton,janethaliburton@stanford.edu,2021,female,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 198B', 'CS 263', 'CS 106B', 'CS 107']"
Scott Placha,scottplacha@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 213', 'CS 522', 'CS 106B', 'CS 107']"
Deborah Hamilton,deborahhamilton@stanford.edu,2020,female,Black or African American,Materials Science and Engineering,"['MATSCI 10SC', 'MATSCI 156', 'MATSCI 159Q', 'MATSCI 162', 'MATSCI 202', 'MATSCI 205', 'MATSCI 256', 'MATSCI 312']"
Angeline Cagle,angelinecagle@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 331B', 'CS 377E', 'CS 106B', 'CS 107']"
Albertha Huck,alberthahuck@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI 144', 'MATSCI 150', 'MATSCI 201', 'MATSCI 251', 'MATSCI 322', 'MATSCI 380', 'MATSCI 382', 'MATSCI 801']"
Anthony Budd,anthonybudd@stanford.edu,2020,male,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 177X', 'CEE 200B', 'CEE 221A', 'CEE 275B', 'CEE 300', 'CEE 32X', 'CEE 378D', 'CEE 379']"
Lupe Henson,lupehenson@stanford.edu,2019,female,Asian,Electrical Engineering,"['EE 207', 'EE 212', 'EE 29N', 'EE 308', 'EE 328', 'EE 376C', 'EE 380', 'EE 402A']"
Kevin Levy,kevinlevy@stanford.edu,2021,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E 180', 'MS&E 202', 'MS&E 211', 'MS&E 262', 'MS&E 310', 'MS&E 322', 'MS&E 493', 'MS&E 92Q']"
Charles Andrews,charlesandrews@stanford.edu,2021,male,American Indian or Alaskan Native,Bioengineering,"['BIOE 122', 'BIOE 221', 'BIOE 224', 'BIOE 227', 'BIOE 32Q', 'BIOE 337', 'BIOE 355', 'BIOE 44']"
Asley Ford,asleyford@stanford.edu,2019,female,Black or African American,Computer Science,"['CS 103', 'CS 106A', 'CS 161', 'CS 229T', 'CS 231A', 'CS 390W', 'CS 106B', 'CS 107']"
Gaye Franklin,gayefranklin@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 246H', 'CS 315B', 'CS 349', 'CS 107']"
James Liggins,jamesliggins@stanford.edu,2019,male,Black or African American,Civil and Environmental Engineering,"['CEE 120S', 'CEE 217', 'CEE 263S', 'CEE 273', 'CEE 277D', 'CEE 31Q', 'CEE 7', 'CEE 80N']"
George Mitchell,georgemitchell@stanford.edu,2020,male,Asian,Civil and Environmental Engineering,"['CEE 133F', 'CEE 176A', 'CEE 241A', 'CEE 277X', 'CEE 281', 'CEE 299', 'CEE 365B', 'CEE 374M']"
Rita Olson,ritaolson@stanford.edu,2021,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 132H', 'CEE 181', 'CEE 204', 'CEE 235', 'CEE 237B', 'CEE 276G', 'CEE 295', 'CEE 374X']"
Karen Coleman,karencoleman@stanford.edu,2020,female,Asian,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 180', 'CHEMENG 240', 'CHEMENG 262', 'CHEMENG 355', 'CHEMENG 35N', 'CHEMENG 442', 'CHEMENG 505']"
Betty Rempe,bettyrempe@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 144', 'CS 202', 'CS 377E', 'CS 106B', 'CS 107']"
Martin Ransom,martinransom@stanford.edu,2018,male,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI 163', 'MATSCI 164', 'MATSCI 172', 'MATSCI 192', 'MATSCI 201', 'MATSCI 256', 'MATSCI 331', 'MATSCI 380']"
Barbara Bruce,barbarabruce@stanford.edu,2019,female,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG 120A', 'CHEMENG 150', 'CHEMENG 20', 'CHEMENG 283', 'CHEMENG 300', 'CHEMENG 500', 'CHEMENG 523', 'CHEMENG 60Q']"
Wayne Costa,waynecosta@stanford.edu,2021,male,Black or African American,Chemical Engineering,"['CHEMENG 142', 'CHEMENG 160', 'CHEMENG 340', 'CHEMENG 470', 'CHEMENG 500', 'CHEMENG 501', 'CHEMENG 514', 'CHEMENG 517']"
Paul Atkins,paulatkins@stanford.edu,2021,male,Asian,Aeronautics and Astronautics,"['AA 116Q', 'AA 218', 'AA 222', 'AA 240A', 'AA 248E', 'AA 279C', 'AA 284C', 'AA 47SI']"
Mitchell Harper,mitchellharper@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 224S', 'CS 369', 'CS 106B', 'CS 107']"
Clement Brown,clementbrown@stanford.edu,2018,male,Other,Chemical Engineering,"['CHEMENG 185A', 'CHEMENG 185B', 'CHEMENG 242', 'CHEMENG 469', 'CHEMENG 482', 'CHEMENG 515', 'CHEMENG 517', 'CHEMENG 60Q']"
Cynthia Streeter,cynthiastreeter@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 225B', 'CS 390A', 'CS 106B', 'CS 107']"
Mary Welsh,marywelsh@stanford.edu,2021,female,Black or African American,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 120B', 'CHEMENG 130', 'CHEMENG 180', 'CHEMENG 296', 'CHEMENG 355', 'CHEMENG 470', 'CHEMENG 70Q']"
Shana Vincent,shanavincent@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE 140', 'BIOE 231', 'BIOE 238', 'BIOE 261', 'BIOE 282', 'BIOE 300B', 'BIOE 361', 'BIOE 375B']"
Gloria Moreno,gloriamoreno@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 146', 'CS 161', 'CS 448B', 'CS 106B', 'CS 107']"
Carol Mendez,carolmendez@stanford.edu,2019,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE 101A', 'CEE 101B', 'CEE 129S', 'CEE 199', 'CEE 199S', 'CEE 265A', 'CEE 32F', 'CEE 32W']"
Kelli Moore,kellimoore@stanford.edu,2021,female,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI 10SC', 'MATSCI 142', 'MATSCI 144', 'MATSCI 174', 'MATSCI 210', 'MATSCI 230', 'MATSCI 331', 'MATSCI 380']"
Elizabeth Osborne,elizabethosborne@stanford.edu,2019,female,Other,Management Science and Engineering,"['MS&E 148', 'MS&E 267', 'MS&E 299', 'MS&E 319', 'MS&E 352', 'MS&E 353', 'MS&E 475B', 'MS&E 487']"
Erin Magallan,erinmagallan@stanford.edu,2019,female,White,Mechanical Engineering,"['ME 218D', 'ME 245', 'ME 310C', 'ME 363', 'ME 367', 'ME 368', 'ME 375A', 'ME 455']"
William Watson,williamwatson@stanford.edu,2021,male,Other,Computer Science,"['CS 101', 'CS 103', 'CS 106A', 'CS 109', 'CS 298', 'CS 45N', 'CS 106B', 'CS 107']"
Dennis Ferrel,dennisferrel@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE 112D', 'CEE 131D', 'CEE 162I', 'CEE 224A', 'CEE 226', 'CEE 258', 'CEE 271B', 'CEE 70N']"
Jeffery Wells,jefferywells@stanford.edu,2018,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 205B', 'CS 229T', 'CS 234', 'CS 358', 'CS 106B']"
Angela Hardy,angelahardy@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE 191', 'EE 191W', 'EE 278', 'EE 308', 'EE 331', 'EE 369A', 'EE 384S', 'EE 60N']"
Donna Gavin,donnagavin@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 229', 'CS 263', 'CS 106B', 'CS 107']"
Edwin Kissinger,edwinkissinger@stanford.edu,2020,male,Asian,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 205A', 'CS 51', 'CS 106B', 'CS 107']"
Isaias Hall,isaiashall@stanford.edu,2021,male,Black or African American,Chemical Engineering,"['CHEMENG 10', 'CHEMENG 140', 'CHEMENG 160', 'CHEMENG 190', 'CHEMENG 281', 'CHEMENG 420', 'CHEMENG 456', 'CHEMENG 459']"
Carol Hazzard,carolhazzard@stanford.edu,2020,female,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG 110', 'CHEMENG 140', 'CHEMENG 20', 'CHEMENG 355', 'CHEMENG 420', 'CHEMENG 432', 'CHEMENG 444', 'CHEMENG 507']"
Jennifer Do,jenniferdo@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E 111X', 'MS&E 184', 'MS&E 202', 'MS&E 223', 'MS&E 241', 'MS&E 245A', 'MS&E 256A', 'MS&E 276']"
Fredrick Ingram,fredrickingram@stanford.edu,2020,male,Other,Bioengineering,"['BIOE 115', 'BIOE 158', 'BIOE 229', 'BIOE 261', 'BIOE 282', 'BIOE 331', 'BIOE 342A', 'BIOE 485']"
Stuart Hall,stuarthall@stanford.edu,2019,male,White,Civil and Environmental Engineering,"['CEE 181', 'CEE 201D', 'CEE 212D', 'CEE 241P', 'CEE 272', 'CEE 293', 'CEE 326', 'CEE 374V']"
Robert Rhodes,robertrhodes@stanford.edu,2018,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 148', 'CS 183E', 'CS 294A', 'CS 319', 'CS 106B', 'CS 107']"
Carmen Fejes,carmenfejes@stanford.edu,2018,female,White,Mechanical Engineering,"['ME 224', 'ME 235', 'ME 313', 'ME 316B', 'ME 331A', 'ME 346A', 'ME 406', 'ME 491']"
Frank Mccord,frankmccord@stanford.edu,2021,male,Other,Mechanical Engineering,"['ME 104', 'ME 17', 'ME 170B', 'ME 289B', 'ME 349', 'ME 359', 'ME 393', 'ME 802']"
Roberta Lichlyter,robertalichlyter@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 390V', 'CS 54N', 'CS 106B', 'CS 107']"
Jacob Hochstatter,jacobhochstatter@stanford.edu,2021,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 329M', 'CS 369H', 'CS 399', 'CS 106B']"
Gary Timmons,garytimmons@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 390V', 'CS 393', 'CS 106B', 'CS 107']"
Alexander Norris,alexandernorris@stanford.edu,2020,male,Other,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 161', 'CS 1U', 'CS 801', 'CS 106B', 'CS 107']"
Margaret Lussier,margaretlussier@stanford.edu,2020,female,American Indian or Alaskan Native,Electrical Engineering,"['EE 214A', 'EE 242', 'EE 264', 'EE 292I', 'EE 309', 'EE 356A', 'EE 368', 'EE 402T']"
Amanda Banks,amandabanks@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS 103', 'CS 106A', 'CS 109', 'CS 345S', 'CS 390V', 'CS 9', 'CS 106B', 'CS 107']"
Annette Hall,annettehall@stanford.edu,2019,female,Other,Civil and Environmental Engineering,"['CEE 124Y', 'CEE 134B', 'CEE 175A', 'CEE 220B', 'CEE 226', 'CEE 263S', 'CEE 274P', 'CEE 278A']"
Albert Chambers,albertchambers@stanford.edu,2021,male,Black or African American,Materials Science and Engineering,"['MATSCI 100', 'MATSCI 151', 'MATSCI 159Q', 'MATSCI 161', 'MATSCI 207', 'MATSCI 241', 'MATSCI 316', 'MATSCI 399']"
Kevin Legrand,kevinlegrand@stanford.edu,2020,male,Black or African American,Materials Science and Engineering,"['MATSCI 142', 'MATSCI 151', 'MATSCI 171', 'MATSCI 203', 'MATSCI 230', 'MATSCI 256', 'MATSCI 316', 'MATSCI 346']"
April Mcanulty,aprilmcanulty@stanford.edu,2018,female,Other,Civil and Environmental Engineering,"['CEE 201S', 'CEE 220C', 'CEE 223A', 'CEE 246', 'CEE 262D', 'CEE 263C', 'CEE 287', 'CEE 33A']"
