Name,Email,Year,Gender,Ethnicity,Major,Courses
Amanda Clancy,amandaclancy@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA206', 'AA210A', 'AA214A', 'AA241A', 'AA252', 'AA257', 'AA272C', 'AA279C']"
Eric Adkins,ericadkins@stanford.edu,2019,male,White,Computer Science,"['CS103', 'CS103A', 'CS106A', 'CS106B', 'CS140', 'CS206', 'CS225B', 'CS801']"
Mary Mckinney,marymckinney@stanford.edu,2018,female,Asian,Civil and Environmental Engineering,"['CEE120A', 'CEE137B', 'CEE166A', 'CEE179A', 'CEE243', 'CEE246B', 'CEE378D', 'CEE70Q']"
Lois Calderon,loiscalderon@stanford.edu,2020,female,Black or African American,Mechanical Engineering,"['ME277', 'ME297', 'ME306', 'ME310I', 'ME337', 'ME362A', 'ME370C', 'ME463']"
Betty Miller,bettymiller@stanford.edu,2021,female,Black or African American,Management Science and Engineering,"['MS&E111X', 'MS&E135', 'MS&E177', 'MS&E233', 'MS&E251', 'MS&E316', 'MS&E334', 'MS&E338']"
Dorothy Thull,dorothythull@stanford.edu,2019,female,Other,Bioengineering,"['BIOE141B', 'BIOE221', 'BIOE236', 'BIOE244', 'BIOE281', 'BIOE301C', 'BIOE80', 'BIOE802']"
John Griffin,johngriffin@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE225', 'BIOE241', 'BIOE256', 'BIOE260', 'BIOE326B', 'BIOE331', 'BIOE44', 'BIOE80']"
Clarence Martin,clarencemartin@stanford.edu,2020,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG150', 'CHEMENG181', 'CHEMENG191H', 'CHEMENG274', 'CHEMENG454', 'CHEMENG462', 'CHEMENG501', 'CHEMENG505']"
Frederick Chasten,frederickchasten@stanford.edu,2019,male,Asian,Electrical Engineering,"['EE101B', 'EE108', 'EE234', 'EE292L', 'EE347', 'EE359', 'EE364B', 'EE392K']"
Troy Dudziak,troydudziak@stanford.edu,2019,male,Other,Chemical Engineering,"['CHEMENG120A', 'CHEMENG180', 'CHEMENG183', 'CHEMENG185A', 'CHEMENG25B', 'CHEMENG466', 'CHEMENG482', 'CHEMENG513']"
Julie Cacciotti,juliecacciotti@stanford.edu,2019,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E208D', 'MS&E262', 'MS&E292', 'MS&E310', 'MS&E313', 'MS&E321', 'MS&E371', 'MS&E52']"
Helene Sampson,helenesampson@stanford.edu,2019,female,White,Chemical Engineering,"['CHEMENG10', 'CHEMENG120A', 'CHEMENG120B', 'CHEMENG410', 'CHEMENG442', 'CHEMENG470', 'CHEMENG507', 'CHEMENG600']"
Roberta Black,robertablack@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE112B', 'CEE112D', 'CEE207A', 'CEE259B', 'CEE262B', 'CEE269C', 'CEE272R', 'CEE374U']"
Henry Castro,henrycastro@stanford.edu,2020,male,Other,Bioengineering,"['BIOE115', 'BIOE219', 'BIOE238', 'BIOE256', 'BIOE282', 'BIOE311', 'BIOE32Q', 'BIOE372']"
Veronica Faire,veronicafaire@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106E', 'CS109', 'CS154', 'CS161', 'CS225A']"
Dorothy Basel,dorothybasel@stanford.edu,2021,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS194', 'CS223A', 'CS238', 'CS348B']"
Donna Meachen,donnameachen@stanford.edu,2021,female,Black or African American,Management Science and Engineering,"['MS&E260', 'MS&E263', 'MS&E280', 'MS&E310', 'MS&E311', 'MS&E336', 'MS&E391', 'MS&E93Q']"
Maria Johnson,mariajohnson@stanford.edu,2018,female,Asian,Mechanical Engineering,"['ME218A', 'ME237', 'ME260', 'ME297', 'ME332', 'ME335C', 'ME370A', 'ME52SI']"
Timothy Vasquez,timothyvasquez@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI100', 'MATSCI142', 'MATSCI158', 'MATSCI193', 'MATSCI311', 'MATSCI320', 'MATSCI322', 'MATSCI347']"
Victoria Hanan,victoriahanan@stanford.edu,2021,female,American Indian or Alaskan Native,Bioengineering,"['BIOE158', 'BIOE225', 'BIOE281', 'BIOE301B', 'BIOE333', 'BIOE334', 'BIOE374A', 'BIOE391']"
Robert Turman,robertturman@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE107S', 'CEE113', 'CEE120B', 'CEE241C', 'CEE273B', 'CEE298', 'CEE32H', 'CEE363C']"
Mary Bartels,marybartels@stanford.edu,2018,female,White,Materials Science and Engineering,"['MATSCI143', 'MATSCI145', 'MATSCI159Q', 'MATSCI193', 'MATSCI204', 'MATSCI209', 'MATSCI251', 'MATSCI311']"
David Lanno,davidlanno@stanford.edu,2019,male,Black or African American,Materials Science and Engineering,"['MATSCI159Q', 'MATSCI161', 'MATSCI199', 'MATSCI201', 'MATSCI204', 'MATSCI312', 'MATSCI322', 'MATSCI399']"
Richard Harris,richardharris@stanford.edu,2020,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106A', 'CS109', 'CS193A', 'CS377E', 'CS393', 'CS96SI']"
Jason Beal,jasonbeal@stanford.edu,2018,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA141', 'AA199', 'AA206', 'AA215A', 'AA236A', 'AA241B', 'AA242B', 'AA250']"
Sonia Clayton,soniaclayton@stanford.edu,2020,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS143', 'CS161', 'CS1C', 'CS202', 'CS228']"
Dominic Atkinson,dominicatkinson@stanford.edu,2019,male,Asian,Management Science and Engineering,"['MS&E181', 'MS&E184', 'MS&E190', 'MS&E231', 'MS&E235', 'MS&E298', 'MS&E313', 'MS&E487']"
Mario Tuttle,mariotuttle@stanford.edu,2018,male,Asian,Bioengineering,"['BIOE236', 'BIOE285', 'BIOE326B', 'BIOE342A', 'BIOE361', 'BIOE44', 'BIOE459', 'BIOE484']"
James Contreras,jamescontreras@stanford.edu,2018,male,Asian,Mechanical Engineering,"['ME161', 'ME310I', 'ME325', 'ME342', 'ME349', 'ME358', 'ME361', 'ME458']"
Merle Martinez,merlemartinez@stanford.edu,2019,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME191', 'ME216A', 'ME222', 'ME271E', 'ME290', 'ME458', 'ME461', 'ME70']"
Guadalupe Burney,guadalupeburney@stanford.edu,2020,female,Other,Bioengineering,"['BIOE10N', 'BIOE210', 'BIOE221G', 'BIOE227', 'BIOE301A', 'BIOE334', 'BIOE381', 'BIOE44']"
Louise Wade,louisewade@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE114', 'EE134', 'EE179', 'EE207', 'EE23N', 'EE261', 'EE303', 'EE320']"
Carolyn Fernandez,carolynfernandez@stanford.edu,2018,female,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E108', 'MS&E111X', 'MS&E181', 'MS&E220', 'MS&E233', 'MS&E267', 'MS&E384', 'MS&E442']"
Billy Nash,billynash@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS192', 'CS261', 'CS348B', 'CS448H', 'CS83']"
Willie Stagg,williestagg@stanford.edu,2018,female,Black or African American,Aeronautics and Astronautics,"['AA141', 'AA212', 'AA236B', 'AA256', 'AA274', 'AA284B', 'AA297', 'AA300']"
Willie Peavler,williepeavler@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS109L', 'CS316', 'CS328', 'CS448I']"
William Lopez,williamlopez@stanford.edu,2020,male,Black or African American,Electrical Engineering,"['EE243', 'EE267', 'EE292B', 'EE308', 'EE311', 'EE384C', 'EE391', 'EE801']"
Gregory Rogers,gregoryrogers@stanford.edu,2019,male,Other,Chemical Engineering,"['CHEMENG120B', 'CHEMENG12SC', 'CHEMENG281', 'CHEMENG399', 'CHEMENG420', 'CHEMENG454', 'CHEMENG462', 'CHEMENG469']"
Keith White,keithwhite@stanford.edu,2021,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS161', 'CS193A', 'CS254', 'CS325B']"
Christopher Madison,christophermadison@stanford.edu,2021,male,Black or African American,Mechanical Engineering,"['ME14N', 'ME226', 'ME301', 'ME319', 'ME347', 'ME370B', 'ME379', 'ME397']"
Mary Morris,marymorris@stanford.edu,2019,female,Black or African American,Management Science and Engineering,"['MS&E111', 'MS&E135', 'MS&E20', 'MS&E201', 'MS&E208D', 'MS&E221', 'MS&E263', 'MS&E449']"
Alfred Burwell,alfredburwell@stanford.edu,2019,male,Black or African American,Management Science and Engineering,"['MS&E211', 'MS&E213', 'MS&E220', 'MS&E240', 'MS&E330', 'MS&E335', 'MS&E365', 'MS&E380']"
Lisa Coleman,lisacoleman@stanford.edu,2021,female,White,Management Science and Engineering,"['MS&E145', 'MS&E208B', 'MS&E237', 'MS&E301', 'MS&E351', 'MS&E365', 'MS&E374', 'MS&E450']"
Shellie Phillips,shelliephillips@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS161', 'CS348B', 'CS428', 'CS9']"
Rosemary Schulze,rosemaryschulze@stanford.edu,2021,female,White,Aeronautics and Astronautics,"['AA109Q', 'AA141', 'AA250', 'AA273', 'AA279C', 'AA279D', 'AA284B', 'AA284C']"
Elizabeth Nelson,elizabethnelson@stanford.edu,2020,female,Other,Materials Science and Engineering,"['MATSCI145', 'MATSCI161', 'MATSCI171', 'MATSCI208', 'MATSCI230', 'MATSCI256', 'MATSCI353', 'MATSCI81N']"
Joanne Blackman,joanneblackman@stanford.edu,2021,female,Other,Aeronautics and Astronautics,"['AA100', 'AA118N', 'AA122N', 'AA199', 'AA201A', 'AA201B', 'AA241B', 'AA295']"
Timothy Marsden,timothymarsden@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS198B', 'CS329M', 'CS390V', 'CS9']"
Mary Griffiths,marygriffiths@stanford.edu,2021,female,Black or African American,Management Science and Engineering,"['MS&E146', 'MS&E223', 'MS&E256', 'MS&E267', 'MS&E274', 'MS&E301', 'MS&E389', 'MS&E390']"
Ebony Mattila,ebonymattila@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS131', 'CS194H', 'CS377C', 'CS390B']"
Katherine Finney,katherinefinney@stanford.edu,2019,female,White,Materials Science and Engineering,"['MATSCI100', 'MATSCI163', 'MATSCI208', 'MATSCI312', 'MATSCI322', 'MATSCI380', 'MATSCI400', 'MATSCI81N']"
Delma Myers,delmamyers@stanford.edu,2019,female,Other,Mechanical Engineering,"['ME120', 'ME239', 'ME30', 'ME368', 'ME375C', 'ME414', 'ME463', 'ME571']"
Barbara Anderson,barbaraanderson@stanford.edu,2018,female,Asian,Aeronautics and Astronautics,"['AA115N', 'AA210B', 'AA212', 'AA272C', 'AA274', 'AA283', 'AA284A', 'AA284C']"
Kermit Taylor,kermittaylor@stanford.edu,2020,male,Other,Chemical Engineering,"['CHEMENG191H', 'CHEMENG20', 'CHEMENG240', 'CHEMENG310', 'CHEMENG410', 'CHEMENG450', 'CHEMENG516', 'CHEMENG523']"
Paul Helmer,paulhelmer@stanford.edu,2020,male,Black or African American,Civil and Environmental Engineering,"['CEE125', 'CEE175P', 'CEE209B', 'CEE242P', 'CEE266A', 'CEE269B', 'CEE291', 'CEE83']"
Susy Stewart,susystewart@stanford.edu,2019,female,Other,Management Science and Engineering,"['MS&E121', 'MS&E212', 'MS&E223', 'MS&E233', 'MS&E260', 'MS&E311', 'MS&E338', 'MS&E347']"
Rodney Graham,rodneygraham@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA115N', 'AA119N', 'AA199', 'AA241B', 'AA248E', 'AA257', 'AA260', 'AA802']"
James Cameron,jamescameron@stanford.edu,2019,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME104', 'ME12SC', 'ME16N', 'ME203X', 'ME23Q', 'ME300A', 'ME367', 'ME375C']"
Juanita Bailey,juanitabailey@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS148', 'CS275A', 'CS28', 'CS522', 'CS54N']"
Alvaro Tamez,alvarotamez@stanford.edu,2019,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS269I', 'CS309', 'CS369', 'CS390R', 'CS390V']"
Jack Proctor,jackproctor@stanford.edu,2020,male,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE101A', 'CEE101B', 'CEE209B', 'CEE242', 'CEE262E', 'CEE275P', 'CEE294', 'CEE299L']"
Thomas Poteat,thomaspoteat@stanford.edu,2019,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS194H', 'CS279', 'CS369H']"
Cathy Roldan,cathyroldan@stanford.edu,2021,female,White,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS1U', 'CS221', 'CS224S', 'CS390A', 'CS431']"
Joe Figueroa,joefigueroa@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE151', 'EE213', 'EE22N', 'EE230', 'EE285', 'EE378B', 'EE392B', 'EE392K']"
Lyla Stapleton,lylastapleton@stanford.edu,2020,female,Other,Civil and Environmental Engineering,"['CEE256', 'CEE263A', 'CEE273', 'CEE274A', 'CEE32W', 'CEE363F', 'CEE370D', 'CEE377']"
Jesica Norris,jesicanorris@stanford.edu,2018,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS161', 'CS242', 'CS246H', 'CS250']"
Tanya Marinez,tanyamarinez@stanford.edu,2018,female,White,Chemical Engineering,"['CHEMENG120B', 'CHEMENG12SC', 'CHEMENG300', 'CHEMENG310', 'CHEMENG345', 'CHEMENG399', 'CHEMENG432', 'CHEMENG60Q']"
Tiffany Fleck,tiffanyfleck@stanford.edu,2019,female,White,Aeronautics and Astronautics,"['AA215A', 'AA215B', 'AA218', 'AA241X', 'AA256', 'AA279B', 'AA284B', 'AA301']"
Pam Guthrie,pamguthrie@stanford.edu,2021,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS155', 'CS193C', 'CS213', 'CS300', 'CS448B']"
Keri Sawyer,kerisawyer@stanford.edu,2020,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS161', 'CS1C', 'CS547']"
Carol Patrone,carolpatrone@stanford.edu,2019,female,Asian,Civil and Environmental Engineering,"['CEE120S', 'CEE162D', 'CEE199E', 'CEE229S', 'CEE262G', 'CEE277X', 'CEE297M', 'CEE323B']"
Melissa Young,melissayoung@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE161I', 'CEE172A', 'CEE175S', 'CEE263B', 'CEE273B', 'CEE273D', 'CEE278A', 'CEE307']"
Ian Allen,ianallen@stanford.edu,2018,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS161', 'CS183E', 'CS206', 'CS240', 'CS399P']"
Omar Mcallister,omarmcallister@stanford.edu,2018,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS109L', 'CS229T', 'CS255', 'CS7']"
Ronald Edwards,ronaldedwards@stanford.edu,2019,male,Asian,Bioengineering,"['BIOE158', 'BIOE196', 'BIOE212', 'BIOE241', 'BIOE244', 'BIOE284B', 'BIOE300C', 'BIOE70Q']"
Thomas Schmidt,thomasschmidt@stanford.edu,2018,male,Black or African American,Mechanical Engineering,"['ME104B', 'ME110', 'ME13N', 'ME14N', 'ME211', 'ME299B', 'ME313', 'ME353']"
Susan Ritchie,susanritchie@stanford.edu,2020,female,Other,Electrical Engineering,"['EE151', 'EE214A', 'EE233', 'EE292E', 'EE380', 'EE392K', 'EE392T', 'EE801']"
Nicole Staples,nicolestaples@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS161', 'CS193C', 'CS198', 'CS205B', 'CS275A', 'CS522']"
Carol Johnson,caroljohnson@stanford.edu,2021,female,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA109Q', 'AA122N', 'AA201A', 'AA212', 'AA244B', 'AA301', 'AA47SI', 'AA801']"
Ray Abbott,rayabbott@stanford.edu,2020,male,Other,Mechanical Engineering,"['ME239', 'ME30', 'ME302C', 'ME335C', 'ME346B', 'ME405', 'ME414', 'ME471']"
Margaret Luechtefeld,margaretluechtefeld@stanford.edu,2020,female,Black or African American,Management Science and Engineering,"['MS&E111', 'MS&E223', 'MS&E234', 'MS&E276', 'MS&E282', 'MS&E310', 'MS&E332', 'MS&E333']"
Kenneth Calvo,kennethcalvo@stanford.edu,2019,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS131', 'CS149', 'CS161', 'CS246H', 'CS269G', 'CS326']"
Raymond Beck,raymondbeck@stanford.edu,2019,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS194', 'CS239', 'CS399P']"
Erma Christensen,ermachristensen@stanford.edu,2021,female,Other,Electrical Engineering,"['EE214B', 'EE230', 'EE234', 'EE278', 'EE284', 'EE290A', 'EE314A', 'EE315']"
Anthony York,anthonyyork@stanford.edu,2020,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME212', 'ME230', 'ME24N', 'ME324', 'ME363', 'ME370A', 'ME375B', 'ME571']"
Herbert Colbert,herbertcolbert@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE123', 'BIOE141B', 'BIOE236', 'BIOE282', 'BIOE326A', 'BIOE342A', 'BIOE370', 'BIOE42']"
James Schultz,jamesschultz@stanford.edu,2020,male,Black or African American,Chemical Engineering,"['CHEMENG110', 'CHEMENG162', 'CHEMENG170', 'CHEMENG20', 'CHEMENG25B', 'CHEMENG262', 'CHEMENG355', 'CHEMENG420']"
Angela Doucet,angeladoucet@stanford.edu,2019,female,Black or African American,Bioengineering,"['BIOE101', 'BIOE141A', 'BIOE214', 'BIOE223', 'BIOE326A', 'BIOE334', 'BIOE36Q', 'BIOE390']"
Cristina Williams,cristinawilliams@stanford.edu,2018,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS143', 'CS157', 'CS161', 'CS83']"
Fannie Sanchez,fanniesanchez@stanford.edu,2019,female,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG142', 'CHEMENG283', 'CHEMENG355', 'CHEMENG464', 'CHEMENG501', 'CHEMENG507', 'CHEMENG518', 'CHEMENG699']"
Christopher Collins,christophercollins@stanford.edu,2020,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS161', 'CS192', 'CS331B']"
Yong Miller,yongmiller@stanford.edu,2018,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS244C', 'CS42', 'CS448I', 'CS50']"
Yvonne Griffith,yvonnegriffith@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE180', 'EE225', 'EE263', 'EE284', 'EE292T', 'EE293B', 'EE355', 'EE402A']"
Roxanna Burch,roxannaburch@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106S', 'CS109', 'CS142', 'CS376', 'CS801']"
Cindy Ellis,cindyellis@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI150', 'MATSCI171', 'MATSCI194', 'MATSCI199', 'MATSCI241', 'MATSCI301', 'MATSCI303', 'MATSCI312']"
Michael Collins,michaelcollins@stanford.edu,2018,male,Black or African American,Mechanical Engineering,"['ME113', 'ME261', 'ME289A', 'ME323', 'ME333', 'ME355', 'ME362B', 'ME406']"
Margaret Wright,margaretwright@stanford.edu,2018,female,Black or African American,Mechanical Engineering,"['ME125', 'ME242B', 'ME267', 'ME287', 'ME331A', 'ME342A', 'ME451A', 'ME472']"
Doris Snow,dorissnow@stanford.edu,2018,female,Black or African American,Aeronautics and Astronautics,"['AA121Q', 'AA208', 'AA214B', 'AA236B', 'AA240B', 'AA251', 'AA279B', 'AA284A']"
Robert Rogers,robertrogers@stanford.edu,2019,male,White,Chemical Engineering,"['CHEMENG174', 'CHEMENG190H', 'CHEMENG20', 'CHEMENG242', 'CHEMENG262', 'CHEMENG320', 'CHEMENG469', 'CHEMENG518']"
Eve Mckinley,evemckinley@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE108', 'EE124', 'EE282', 'EE315', 'EE364A', 'EE392T', 'EE414', 'EE802']"
James Rex,jamesrex@stanford.edu,2020,male,Black or African American,Mechanical Engineering,"['ME218C', 'ME228', 'ME289B', 'ME357', 'ME369', 'ME370C', 'ME387', 'ME484']"
Shannon Wallace,shannonwallace@stanford.edu,2021,female,Other,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS109', 'CS240', 'CS28', 'CS327A', 'CS341']"
Louise Jarrett,louisejarrett@stanford.edu,2019,female,White,Mechanical Engineering,"['ME221', 'ME222', 'ME277', 'ME284B', 'ME298', 'ME391', 'ME413', 'ME451C']"
Haley Johnson,haleyjohnson@stanford.edu,2020,female,Black or African American,Aeronautics and Astronautics,"['AA109Q', 'AA118N', 'AA218', 'AA240B', 'AA248E', 'AA250', 'AA260', 'AA277']"
Gayle Krebs,gaylekrebs@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE131', 'BIOE191', 'BIOE227', 'BIOE334', 'BIOE390', 'BIOE391', 'BIOE392', 'BIOE51']"
Berenice Jean,berenicejean@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE114', 'EE14N', 'EE191W', 'EE207', 'EE282', 'EE340', 'EE382C', 'EE42']"
Reynaldo Sammartino,reynaldosammartino@stanford.edu,2019,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS205B', 'CS309A', 'CS340', 'CS377E']"
Sharon Mccarthy,sharonmccarthy@stanford.edu,2019,female,White,Mechanical Engineering,"['ME103', 'ME115B', 'ME210', 'ME260', 'ME339', 'ME352A', 'ME374', 'ME463']"
Herman Avila,hermanavila@stanford.edu,2018,male,White,Civil and Environmental Engineering,"['CEE120A', 'CEE227', 'CEE229S', 'CEE271F', 'CEE277S', 'CEE305', 'CEE328A', 'CEE363G']"
Charles Pate,charlespate@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS202', 'CS224W', 'CS273B', 'CS323', 'CS340']"
Erin Suryan,erinsuryan@stanford.edu,2021,female,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI151', 'MATSCI152', 'MATSCI174', 'MATSCI209', 'MATSCI230', 'MATSCI256', 'MATSCI300', 'MATSCI83N']"
Jill Wellington,jillwellington@stanford.edu,2019,female,Other,Electrical Engineering,"['EE253', 'EE282', 'EE292L', 'EE303', 'EE308', 'EE316', 'EE364B', 'EE373A']"
Manuel Williams,manuelwilliams@stanford.edu,2020,male,White,Mechanical Engineering,"['ME19', 'ME20N', 'ME229', 'ME238', 'ME267', 'ME277', 'ME344', 'ME453A']"
